### DATA:
#
# 913
#      Q             I(Q)           Error     
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00379.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00379.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00379.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00380.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00380.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00380.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00381.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00381.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00381.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00382.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00382.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00382.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00383.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00383.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00383.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00384.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00384.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00384.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ],
#            [
#                "S_GluRS_1_00385.dat",
#                {
#                    "baseline_correction": {
#                        "initial_file": [
#                            "S_GluRS_1_00385.dat",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "GluRS_1_00385.dat"
#                                    ],
#                                    "subtracted_file": [
#                                        "A_GluRS_1_00291.dat",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "GluRS_1_00291.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00292.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00293.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00294.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00295.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00296.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00297.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00298.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00299.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00300.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00301.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00302.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00303.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00304.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00305.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00306.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00307.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00308.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00309.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00310.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00311.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00312.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00313.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00314.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00315.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00316.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00317.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00318.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00319.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00320.dat"
#                                                ],
#                                                [
#                                                    "GluRS_1_00321.dat"
#                                                ]
#                                            ]
#                                        }
#                                    ]
#                                }
#                            }
#                        ],
#                        "type": "Linear"
#                    }
#                }
#            ]
#        ]
#    },
#    "unit": ""
#}

